[Data]
	C.O.V. Position									Rover Pose			Bogey Angles		Wheel position												time
	X			Y			Z			Pose			Right Bogey Angle	Left Bogey Angle	Left Front			Left Rear			Right Front			Right Rear			time
Index	Acceleration	Velocity	Position	Acceleration	Velocity	Position	Acceleration	Velocity	Position	Pitch	Yaw	Roll	Right	Left	X	Y	Z	X	Y	Z	X	Y	Z	X	Y	Z	Series
3011	-241.699219	-7.926636	296.542084	-166.003418	1.447449	185.519882		-19.665527	169.097702	86.997856	1.614083	-1.107360	179.409775	0.456001	37.599457	112.448257	13.359680	44.331909	111.155319	347.476318	554.975037	109.575317	1.293243	560.890015	106.483276	335.190826	50.166668
3012	-789.367676	-21.082764	296.190704	-129.968262	-0.718689	185.507904		-13.950806	168.865189	86.987701	1.642241	-1.131411	179.372101	0.474083	37.588547	112.425903	13.130707	44.378876	111.189400	347.169861	554.998901	109.576683	1.056061	560.857178	106.442200	334.973907	50.183334
3013	304.541016	-16.007080	295.923920	-191.601563	-3.912048	185.442703		-12.243347	168.661133	86.974701	1.661319	-1.151134	179.341354	0.487189	37.583900	112.391937	12.907166	44.408257	111.206657	346.873291	555.031189	109.586876	0.826874	560.820007	106.410339	334.751007	50.200001
3014	300.695801	-10.995483	295.740662	-658.135986	-14.880981	185.194687		-12.682800	168.449753	86.961967	1.663875	-1.160641	179.328262	0.488427	37.579899	112.349022	12.685333	44.411510	111.202827	346.600189	555.060364	109.597412	0.608887	560.786682	106.393158	334.528137	50.216667
3015	1470.080566	13.505859	295.965759	803.375244	-1.491394	185.169830		-12.641602	168.239059	86.953720	1.649332	-1.158524	179.335907	0.475836	37.572796	112.306015	12.470612	44.392681	111.178482	346.350464	555.077515	109.598770	0.402161	560.763489	106.390991	334.310669	50.233334
3016	1729.028320	42.322998	296.671143	834.027100	12.409058	185.376648		-33.973389	167.672836	86.953629	1.623672	-1.147644	179.359253	0.453369	37.563332	112.272278	12.270844	44.363846	111.139923	346.113007	555.079041	109.586388	0.201202	560.752014	106.400642	334.098938	50.250000
3017	-4204.687500	-27.755127	296.208557	-1283.587646	-8.984070	185.226913		8.323975	167.811569	86.963631	1.596130	-1.131957	179.388153	0.428977	37.556652	112.252472	12.086884	44.337410	111.097198	345.874481	555.067383	109.563225	-0.003265	560.749329	106.418571	333.886536	50.266666
3018	491.857910	-19.557495	295.882599	210.717773	-5.472107	185.135712		-5.812683	167.714691	86.983330	1.574892	-1.113983	179.412430	0.410756	37.558960	112.245354	11.909393	44.320396	111.060326	345.627930	555.049377	109.537529	-0.219543	560.750549	106.443024	333.662964	50.283333
3019	3905.639648	45.536499	296.641541	1173.724365	14.089966	185.370544		-42.962036	166.998657	87.009911	1.564509	-1.094728	179.425568	0.403835	37.572933	112.246338	11.724121	44.312698	111.036537	345.376404	555.033020	109.518166	-0.451050	560.751831	106.473083	333.418915	50.299999
3020	-2527.514648	3.411255	296.698395	-771.075439	1.238708	185.391190		-16.265259	166.727570	87.038910	1.565969	-1.075028	179.425079	0.409785	37.595482	112.250450	11.520966	44.308422	111.029877	345.130890	555.024963	109.510620	-0.695129	560.750671	106.505920	333.152466	50.316666
3021	-1296.276855	-18.193359	296.395172	28.839111	1.719360	185.419846		-6.508484	166.619095	87.065681	1.578207	-1.056365	179.411163	0.427923	37.619610	112.253510	11.298401	44.298706	111.042336	344.904175	555.028870	109.515320	-0.945465	560.745911	106.535286	332.871765	50.333332
3022	1247.058105	2.590942	296.438354	212.091064	5.254211	185.507416		-12.052917	166.418213	87.086700	1.599772	-1.040770	179.385376	0.457168	37.638882	112.251923	11.061707	44.275028	111.074463	344.704559	555.045044	109.528061	-1.194885	560.737976	106.552994	332.591187	50.349998
3023	208.410645	6.064453	296.539429	-444.122314	-2.147827	185.471619		-39.201965	165.764847	87.099747	1.628863	-1.031152	179.350403	0.496065	37.650936	112.242813	10.818787	44.232788	111.124435	344.532288	555.070618	109.541763	-1.437744	560.729431	106.552605	332.324219	50.366665
3024	73.059082	7.282104	296.660797	444.616699	5.262451	185.559326		-6.115723	165.662918	87.103821	1.662490	-1.030323	179.311020	0.541465	37.657745	112.225098	10.576660	44.174416	111.186203	344.379333	555.099976	109.548759	-1.670258	560.724976	106.532959	332.077545	50.383335
3025	-1211.242676	-12.905273	296.445709	-698.071289	-6.372070	185.453125		-13.999329	165.429596	87.098946	1.695510	-1.039394	179.274292	0.586942	37.663071	112.200623	10.339813	44.110535	111.248764	344.231812	555.126648	109.543617	-1.890259	560.729431	106.499680	331.850586	50.400002
3026	813.208008	0.648193	296.456512	687.634277	5.088501	185.537933		-27.020874	164.979248	87.086647	1.721155	-1.056058	179.248291	0.623228	37.669304	112.174080	10.108887	44.057446	111.298065	344.072083	555.145996	109.525871	-2.097382	560.745789	106.463142	331.639221	50.416668
3027	-1493.920898	-24.250488	296.052338	-719.000244	-6.894836	185.423019		3.191528	165.032440	87.069977	1.732988	-1.074536	179.239212	0.640942	37.675797	112.151291	9.879700	44.031094	111.321274	343.881653	555.157043	109.501007	-2.293213	560.771912	106.433403	331.440247	50.433334
3028	1416.906738	-0.635376	296.041748	459.722900	0.767212	185.435806		0.815735	165.046036	87.053238	1.727735	-1.087567	179.248611	0.634718	37.679375	112.136871	9.644897	44.040192	111.311432	343.644531	555.161621	109.478294	-2.481476	560.800110	106.414749	331.251343	50.450001
3029	77.014160	0.648193	296.052551	26.147461	1.203003	185.455856		-7.727051	164.917252	87.040817	1.706869	-1.089033	179.272675	0.605807	37.676369	112.132591	9.397675	44.082405	111.270180	343.352631	555.161560	109.466095	-2.667480	560.818481	106.403656	331.069000	50.466667
3030	684.338379	12.053833	296.253448	-356.011963	-4.730530	185.377014		-14.216309	164.680313	87.036026	1.675777	-1.075925	179.304199	0.561508	37.665154	112.137169	9.136536	44.145363	111.207825	343.010681	555.157043	109.467522	-2.857208	560.816589	106.391815	330.886108	50.483334
3031	-938.012695	-3.579712	296.193787	314.758301	0.515442	185.385605		-22.778320	164.300674	87.040054	1.640962	-1.048954	179.336273	0.511852	37.647957	112.147095	8.867493	44.211452	111.140884	342.639313	555.146729	109.479240	-3.055481	560.790710	106.372231	330.694275	50.500000
3032	657.641602	7.380981	296.316803	121.838379	2.546082	185.428040		-9.313660	164.145447	87.051559	1.607410	-1.012451	179.365128	0.465971	37.630981	112.157722	8.601898	44.263588	111.087791	342.272034	555.129822	109.494034	-3.264526	560.747131	106.344246	330.487640	50.516666
3033	162.597656	10.090942	296.484985	-7.635498	2.418823	185.468353		-10.190735	163.975601	87.066849	1.577527	-0.973505	179.390533	0.429814	37.622276	112.164635	8.350891	44.289921	111.063293	341.945221	555.107605	109.505478	-3.483337	560.699829	106.314499	330.265869	50.533333
3034	298.059082	15.058594	296.735962	19.500732	2.743835	185.514084		-25.176086	163.556000	87.081131	1.551916	-0.940754	179.414032	0.405854	37.628181	112.165375	8.120789	44.286255	111.073669	341.684540	555.083374	109.511749	-3.708160	560.664001	106.293694	330.032654	50.549999
3035	-1221.789551	-5.304565	296.647552	-201.489258	-0.614319	185.503845		-7.236328	163.435394	87.090088	1.530980	-0.922481	179.436172	0.394188	37.650085	112.160545	7.911377	44.255608	111.115448	341.495636	555.061279	109.516434	-3.935272	560.649231	106.291527	329.793243	50.566666
3036	231.701660	-1.442871	296.623505	112.060547	1.253357	185.524734		-17.334595	163.146484	87.091393	1.515883	-0.924624	179.455261	0.393755	37.683350	112.153442	7.717621	44.205776	111.178162	341.364258	555.044434	109.525925	-4.162659	560.655334	106.312103	329.552429	50.583332
3037	268.066406	3.024902	296.673920	-351.617432	-4.606934	185.447952		-12.008057	162.946350	87.085228	1.508921	-0.948875	179.467316	0.403459	37.718838	112.148163	7.532501	44.146706	111.248741	341.264069	555.033875	109.545235	-4.390717	560.673279	106.351608	329.314697	50.599998
3038	-318.933105	-2.290649	296.635742	228.515625	-0.798340	185.434647		-5.581970	162.853317	87.073647	1.512453	-0.991395	179.467697	0.422039	37.746239	112.147690	7.348572	44.088638	111.314369	341.166565	555.029175	109.575035	-4.620361	560.689575	106.399193	329.083679	50.616665
3039	-510.424805	-10.797729	296.455780	33.728027	-0.236206	185.430710		-10.952454	162.670776	87.059509	1.527190	-1.042811	179.453735	0.447292	37.757717	112.152832	7.158630	44.040363	111.363678	341.048859	555.029846	109.611229	-4.850494	560.692566	106.441010	328.861298	50.633335
3040	-68.005371	-11.931152	296.256927	-212.420654	-3.776550	185.367767		-18.605347	162.360687	87.045906	1.550646	-1.090440	179.427155	0.475432	37.750690	112.162224	6.956604	44.006748	111.388008	340.897461	555.035950	109.647179	-5.077026	560.678284	106.465858	328.646088	50.650002
3041	-351.452637	-17.788696	295.960449	24.060059	-3.375549	185.311508		-5.571899	162.267822	87.035751	1.577001	-1.122259	179.394592	0.501503	37.728745	112.173210	6.738922	43.986420	111.384407	340.708862	555.047791	109.676788	-5.294342	560.652344	106.469559	328.434143	50.666668
3042	1313.305664	4.099731	296.028778	332.775879	2.170715	185.347687		-11.148376	162.082016	87.031494	1.599196	-1.131114	179.365311	0.521237	37.700363	112.183342	6.505188	43.971909	111.358650	340.488342	555.064087	109.696655	-5.499451	560.626404	106.455833	328.221649	50.683334
3043	424.401855	11.173096	296.214996	384.576416	8.580322	185.490692		-16.459351	161.807693	87.034508	1.611508	-1.116673	179.347443	0.532388	37.675678	112.191872	6.257202	43.953579	111.325157	340.246735	555.082214	109.706421	-5.694519	560.612122	106.433517	328.008057	50.700001
3044	-1126.647949	-7.604370	296.088257	-657.366943	-2.375793	185.451096		-4.177551	161.738068	87.044701	1.611402	-1.084677	179.344910	0.534765	37.662315	112.200272	5.998077	43.925838	111.302002	339.996582	555.099182	109.707581	-5.886841	560.614685	106.411621	327.796875	50.716667
3045	1136.096191	11.330566	296.277100	58.282471	-1.404419	185.427689		-21.340942	161.382385	87.060150	1.599491	-1.044746	179.356995	0.528856	37.662186	112.211052	5.732758	43.891483	111.303108	339.748413	555.113220	109.702278	-6.085327	560.631409	106.394920	327.594177	50.733334
3046	739.160156	23.649902	296.671265	255.981445	2.861938	185.475388		-10.125732	161.213623	87.077255	1.578605	-1.007650	179.379593	0.514913	37.671066	112.225372	5.469269	43.861130	111.331894	339.509094	555.123657	109.692612	-6.296509	560.653931	106.382263	327.404785	50.750000
3047	-1772.644043	-5.894165	296.573029	47.955322	3.661194	185.536407		-18.717041	160.901672	87.091629	1.552616	-0.982387	179.407425	0.493200	37.681499	112.241302	5.217255	43.847904	111.379944	339.280792	555.129700	109.680649	-6.522522	560.672607	106.368454	327.228821	50.766666
3048	375.732422	0.368042	296.579163	-47.900391	2.862854	185.584122		-11.265564	160.713913	87.099426	1.525905	-0.973917	179.435364	0.465400	37.687206	112.254433	4.983398	43.860813	111.430923	339.059845	555.128967	109.668694	-6.760284	560.680115	106.348778	327.059692	50.783333
3049	319.702148	5.696411	296.674103	-211.706543	-0.665588	185.573029		-14.739075	160.468262	87.099129	1.502813	-0.981352	179.459167	0.435428	37.686382	112.260368	4.766754	43.900230	111.467705	338.836884	555.117981	109.659569	-7.002258	560.673523	106.323105	326.885834	50.799999
3050	-1236.511230	-14.912109	296.425568	-340.246582	-6.336365	185.467422		-18.395691	160.161667	87.092346	1.487234	-0.998457	179.475525	0.409233	37.682156	112.257202	4.558350	43.957230	111.479042	338.600281	555.095398	109.656525	-7.238159	560.654724	106.296745	326.694489	50.816666
3051	678.845215	-3.598022	296.365601	146.173096	-3.900146	185.402420		-10.510254	159.986496	87.083145	1.481725	-1.016299	179.482300	0.392981	37.680450	112.246445	4.346832	44.016857	111.462875	338.343414	555.064697	109.662308	-7.457886	560.629883	106.277496	326.476624	50.833332
3052	-229.504395	-7.423096	296.241882	747.674561	8.561096	185.545105		-16.160889	159.717148	87.076309	1.486812	-1.026860	179.478851	0.390760	37.686871	112.232399	4.126251	44.064262	111.425110	338.070313	555.034119	109.677658	-7.655060	560.606995	106.271034	326.230011	50.849998
3053	299.157715	-2.437134	296.201263	-761.242676	-4.126282	185.476334		-2.107544	159.682022	87.075264	1.500735	-1.026467	179.466248	0.402783	37.704033	112.220520	3.899841	44.090927	111.375671	337.795197	555.013489	109.700638	-7.830597	560.592285	106.277710	325.960968	50.866665
3054	699.279785	9.217529	296.354889	304.650879	0.951233	185.492188		-14.215393	159.445099	87.080757	1.519787	-1.016825	179.447067	0.425102	37.730663	112.215454	3.676819	44.097225	111.325203	337.535645	555.009766	109.727722	-7.993591	560.586365	106.292381	325.683411	50.883335
3055	-739.050293	-3.099976	296.303223	124.749756	3.030396	185.542694		-16.353149	159.172546	87.090630	1.539671	-1.003874	179.424316	0.451595	37.762569	112.219025	3.465637	44.089725	111.283852	337.303406	555.025208	109.756058	-8.158844	560.584045	106.307274	325.415314	50.900002
3056	747.070313	9.351196	296.459076	25.048828	3.447876	185.600159		-9.496765	159.014267	87.100967	1.557243	-0.994556	179.400085	0.477051	37.794704	112.229240	3.268219	44.075466	111.260551	337.098511	555.057556	109.784958	-8.342102	560.577026	106.315926	325.173279	50.916668
3057	-561.511230	-0.007324	296.458954	-589.196777	-6.372070	185.493958		-21.533203	158.655380	87.108002	1.571509	-0.993907	179.375198	0.499152	37.822769	112.241280	3.080353	44.057770	111.260941	336.909882	555.101135	109.815239	-8.553680	560.558594	106.315964	324.966461	50.933334
3058	-274.987793	-4.590454	296.382446	322.613525	-0.995178	185.477371		1.836548	158.685989	87.109497	1.582951	-1.003329	179.350632	0.517910	37.843594	112.250702	2.894775	44.036087	111.284401	336.720917	555.147156	109.847214	-8.793793	560.528320	106.309204	324.793793	50.950001
3059	26.916504	-4.141846	296.313416	266.363525	3.444214	185.534775		-15.332336	158.430450	87.105217	1.592020	-1.020860	179.328827	0.533554	37.854622	112.256798	2.704102	44.008926	111.322830	336.517029	555.184998	109.879051	-9.051514	560.492310	106.299690	324.644531	50.966667
3060	386.718750	2.303467	296.351807	-580.792236	-6.235657	185.430847		-24.841003	158.016434	87.096512	1.597843	-1.042271	179.314133	0.544664	37.853546	112.263718	2.502228	43.976944	111.362976	336.291779	555.204468	109.907204	-9.309357	560.460266	106.291542	324.502686	50.983334
3061	-671.374512	-8.886108	296.203705	602.600098	3.807678	185.494308		-25.434265	157.592529	87.085793	1.598697	-1.062553	179.310715	0.548568	37.838688	112.278053	2.284882	43.943836	111.391586	336.049561	555.200073	109.928383	-9.551056	560.440796	106.287544	324.352203	51.000000
3062	85.803223	-7.456055	296.079437	-524.377441	-4.931946	185.412109		0.644531	157.603271	87.076279	1.593462	-1.077220	179.319839	0.543279	37.809975	112.304443	2.050446	43.914665	111.401031	335.803101	555.173889	109.941383	-9.768005	560.437073	106.288780	324.182098	51.016666
3063	387.597656	-0.996094	296.062836	129.968262	-2.765808	185.366013		-4.809265	157.523117	87.071381	1.582432	-1.083288	179.339127	0.528941	37.769627	112.342278	1.799957	43.892834	111.392311	335.567322	555.135071	109.947365	-9.962158	560.445862	106.294762	323.989777	51.033333
3064	904.504395	14.078979	296.297485	380.841064	3.581543	185.425705		-17.142334	157.237411	87.073540	1.566911	-1.079756	179.363647	0.507819	37.722172	112.385544	1.536713	43.877724	111.373856	335.352417	555.096558	109.948830	-10.143433	560.459595	106.303795	323.782379	51.049999
3065	-1417.236328	-9.541626	296.138458	-323.382568	-1.808167	185.395569		-9.207458	157.083954	87.083160	1.548494	-1.067250	179.388214	0.483447	37.673767	112.425262	1.265778	43.864559	111.356621	335.160583	555.070923	109.948586	-10.324432	560.469971	106.313324	323.573273	51.066666
3066	251.147461	-5.355835	296.049194	285.534668	2.950745	185.444748		-18.411255	156.777100	87.098389	1.528656	-1.047397	179.408905	0.459583	37.631023	112.452675	0.993958	43.846725	111.348083	334.987122	555.066406	109.949249	-10.514465	560.471375	106.320633	323.375183	51.083332
3067	479.663086	2.638550	296.093170	39.495850	3.609009	185.504898		-6.062622	156.676056	87.115913	1.509027	-1.022461	179.423523	0.439574	37.599537	112.461647	0.728699	43.819595	111.348412	334.823456	555.085205	109.952805	-10.716278	560.462524	106.324417	323.192108	51.099998
3068	816.284180	16.243286	296.363892	-12.908936	3.393860	185.561462		-13.857422	156.445099	87.132271	1.491593	-0.995297	179.431595	0.425737	37.582577	112.450455	0.476166	43.783989	111.350700	334.659393	555.122192	109.959991	-10.927032	560.446838	106.326775	323.016418	51.116665
3069	-1024.914551	-0.838623	296.349915	-497.296143	-4.894409	185.479889		-14.397583	156.205139	87.145233	1.478346	-0.968484	179.434204	0.418735	37.580498	112.422707	0.239288	43.747444	111.345177	334.483215	555.166687	109.969803	-11.141602	560.431152	106.333336	322.832123	51.133335
3070	890.771484	14.007568	296.583374	447.198486	2.558899	185.522537		-14.100952	155.970123	87.154221	1.470941	-0.943276	179.433258	0.417632	37.590809	112.386803	0.017273	43.722080	111.325058	334.282318	555.204956	109.979851	-11.357086	560.422485	106.350060	322.623474	51.150002
3071	-947.570801	-1.785278	296.553619	30.322266	3.064270	185.573608		-16.673584	155.692230	87.160156	1.470303	-0.918630	179.430481	0.420492	37.608692	112.353241	-0.193420	43.719521	111.290894	334.045746	555.225464	109.987663	-11.574341	560.424377	106.378242	322.382751	51.166668
3072	-164.685059	-4.530029	296.478119	-435.772705	-4.198608	185.503632		-6.908569	155.577087	87.164757	1.476585	-0.891850	179.426132	0.425476	37.627975	112.330704	-0.397430	43.745258	111.250305	333.768005	555.222961	109.992561	-11.797302	560.434509	106.412079	322.115021	51.183334
3073	135.021973	-2.279663	296.440125	429.235840	2.955322	185.552887		-11.018372	155.393448	87.169724	1.489353	-0.860861	179.418930	0.431831	37.642746	112.323174	-0.599792	43.795509	111.213486	333.451691	555.200684	109.996704	-12.029327	560.446167	106.441551	321.836609	51.200001
3074	621.606445	8.080444	296.574799	-75.531006	1.696472	185.581161		-11.832275	155.196243	87.176071	1.507714	-0.826965	179.406830	0.440137	37.649319	112.329819	-0.805420	43.858391	111.187469	333.108124	555.168152	110.004349	-12.270599	560.451904	106.458717	321.568298	51.216667
3075	490.100098	16.248779	296.845612	-246.368408	-2.409668	185.541000		-19.953918	154.863678	87.183624	1.530223	-0.796174	179.388641	0.451602	37.647690	112.347290	-1.017731	43.918762	111.173294	332.756592	555.136597	110.019867	-12.517822	560.447388	106.462463	321.325287	51.233334
3076	-1483.593750	-8.477783	296.704315	277.239990	2.210999	185.577850		-9.418030	154.706711	87.191261	1.554544	-0.777649	179.365494	0.466783	37.641594	112.372559	-1.236786	43.963776	111.167488	332.421570	555.113403	110.046082	-12.766602	560.432434	106.458588	321.110260	51.250000
3077	621.606445	1.882324	296.735687	215.332031	5.799866	185.674515		-26.792908	154.260162	87.197273	1.577163	-0.780035	179.341171	0.484409	37.636639	112.404266	-1.457520	43.986073	111.165901	332.126648	555.100708	110.083893	-13.014526	560.410156	106.455925	320.913086	51.266666
3078	-622.705078	-8.496094	296.594086	-330.194092	0.296631	185.679459		-24.651489	153.849304	87.200027	1.593761	-0.807467	179.321213	0.501289	37.637516	112.441994	-1.671204	43.983742	111.166145	331.886414	555.096313	110.132088	-13.261108	560.384949	106.461426	320.718109	51.283333
3079	20.214844	-8.159180	296.458099	-18.182373	-0.006409	185.679352		-16.198425	153.579330	87.198868	1.600775	-0.856783	179.310623	0.513845	37.646053	112.484520	-1.870117	43.958549	111.166931	331.700287	555.096375	110.186378	-13.505432	560.361511	106.476822	320.513550	51.299999
3080	-625.561523	-18.585205	296.148346	-278.063965	-4.640808	185.602005		-2.341919	153.540298	87.194443	1.597312	-0.917993	179.311676	0.520343	37.661179	112.528503	-2.053558	43.914207	111.165985	331.553101	555.096558	110.238625	-13.742767	560.343872	106.498604	320.297424	51.316666
3081	33.068848	-18.034058	295.847778	302.288818	0.397339	185.608627		-4.246216	153.469528	87.188454	1.585972	-0.977894	179.322876	0.522075	37.679958	112.568810	-2.230499	43.855446	111.159477	331.422028	555.092468	110.278534	-13.964722	560.335083	106.520714	320.076508	51.333332
3082	1544.458008	7.706909	295.976227	209.619141	3.890991	185.673477		-15.366211	153.213425	87.182770	1.571953	-1.025250	179.339661	0.522652	37.698299	112.600456	-2.416534	43.787621	111.144058	331.285767	555.080261	110.297745	-14.164551	560.335815	106.538200	319.860474	51.349998
3083	-1129.833984	-11.123657	295.790833	-428.082275	-3.243713	185.619415		-6.781311	153.100403	87.178627	1.560522	-1.054500	179.356766	0.525504	37.711052	112.620605	-2.625061	43.716515	111.119705	331.130310	555.056885	110.293579	-14.342957	560.343384	106.549744	319.653870	51.366665
3084	1907.446289	20.667114	296.135284	680.712891	8.101501	185.754440		-22.212524	152.730194	87.176369	1.554868	-1.066258	179.370285	0.531824	37.712498	112.629166	-2.859070	43.648125	111.090828	330.950439	555.020996	110.269897	-14.510925	560.352600	106.558372	319.452301	51.383335
3085	-1840.869141	-10.014038	295.968384	-793.212891	-5.118713	185.669128		-4.153748	152.660965	87.175858	1.555281	-1.065307	179.378891	0.540078	37.697876	112.627831	-3.109161	43.588215	111.065071	330.747620	554.973450	110.235115	-14.685303	560.357910	106.570061	319.243530	51.400002
3086	525.366211	-1.257935	295.947418	397.265625	1.502380	185.694168		-9.546204	152.501862	87.176743	1.560171	-1.057861	179.382996	0.547486	37.665092	112.618889	-3.359650	43.541416	111.050674	330.527924	554.918274	110.199692	-14.880768	560.356018	106.590477	319.014984	51.416668
3087	343.212891	4.462280	296.021790	146.063232	3.936768	185.759781		-10.937805	152.319565	87.178780	1.567590	-1.049451	179.383347	0.551834	37.615372	112.604469	-3.599121	43.510372	111.053452	330.299591	554.862549	110.174362	-15.103271	560.346497	106.621475	318.762207	51.433334
3088	-184.350586	1.389771	296.044952	-76.300049	2.665100	185.804199		-8.258057	152.181931	87.181870	1.576297	-1.043660	179.380020	0.552468	37.552803	112.586212	-3.827209	43.495750	111.074242	330.070251	554.815430	110.168472	-15.348297	560.331543	106.660095	318.492950	51.450001
3089	-970.861816	-14.791260	295.798431	-307.562256	-2.460938	185.763184		-24.791565	151.768738	87.186134	1.585658	-1.041035	179.372818	0.549870	37.483597	112.564919	-4.054596	43.497402	111.107895	329.844666	554.786011	110.187378	-15.603851	560.315186	106.701065	318.224609	51.466667
3090	1431.518555	9.067383	295.949554	83.221436	-1.073914	185.745285		-24.561768	151.359375	87.191910	1.595061	-1.038898	179.362213	0.544777	37.415642	112.540672	-4.295563	43.515518	111.144821	329.623688	554.780090	110.229820	-15.855927	560.302429	106.740448	317.975220	51.483334
3091	-1421.191406	-14.619141	295.705902	48.889160	-0.259094	185.740967		-14.882813	151.111328	87.199348	1.603599	-1.032519	179.349625	0.537733	37.357498	112.513824	-4.558533	43.550213	111.174423	329.405029	554.797668	110.287628	-16.094604	560.296997	106.777153	317.755157	51.500000
3092	174.353027	-11.713257	295.510681	173.968506	2.640381	185.784973		-6.947021	150.995544	87.208084	1.610145	-1.017732	179.337341	0.529185	37.316071	112.486717	-4.839233	43.598999	111.188744	329.184631	554.831604	110.348915	-16.317688	560.298523	106.811615	317.562866	51.516666
3093	2477.856445	29.584351	296.003754	372.766113	8.853149	185.932526		-25.668640	150.567734	87.217125	1.613789	-0.993072	179.327377	0.519906	37.293896	112.464737	-5.121399	43.654091	111.185043	328.958588	554.869690	110.403351	-16.530762	560.301392	106.843338	317.386505	51.533333
3094	-1414.929199	6.002197	296.103790	-497.076416	0.568542	185.942001		-9.351196	150.411880	87.225105	1.614328	-0.960227	179.320465	0.511347	37.288406	112.455048	-5.384460	43.702759	111.166061	328.724762	554.899536	110.446686	-16.743561	560.296387	106.869698	317.208282	51.549999
3095	-440.222168	-1.334839	296.081543	13.018799	0.785522	185.955093		-11.453247	150.220993	87.230385	1.612106	-0.922925	179.316498	0.505094	37.294235	112.462982	-5.614746	43.732101	111.137947	328.483368	554.913147	110.481895	-16.965302	560.276062	106.887054	317.010651	51.566666
3096	209.509277	2.156982	296.117493	-267.132568	-3.666687	185.893982		-8.123474	150.085602	87.231003	1.607598	-0.885918	179.315079	0.501911	37.306591	112.488586	-5.812469	43.735725	111.106613	328.236298	554.909790	110.516296	-17.200928	560.239868	106.893753	316.782288	51.583332
3097	-67.785645	1.027222	296.134613	385.070801	2.751160	185.939835		-16.629639	149.808441	87.224846	1.600770	-0.854448	179.316879	0.500672	37.322742	112.526253	-5.989990	43.717583	111.074623	327.985809	554.894409	110.556320	-17.449402	560.196106	106.892891	316.522369	51.599998
3098	1548.632813	26.837769	296.581909	158.862305	5.398865	186.029816		-21.169739	149.455612	87.210373	1.591217	-0.833592	179.323425	0.498709	37.341198	112.567619	-6.163239	43.689693	111.040947	327.733551	554.874634	110.602737	-17.705322	560.158875	106.892731	316.240936	51.616665
3099	-2056.640625	-7.439575	296.457916	-272.845459	0.851440	186.044006		-4.622498	149.378571	87.187805	1.579045	-0.826623	179.335678	0.493668	37.360245	112.605888	-6.342590	43.664864	111.004173	327.481537	554.857056	110.649277	-17.961914	560.141052	106.903526	315.955139	51.633335
3100	-1062.597656	-25.149536	296.038757	-734.875488	-11.396484	185.854065		11.541138	149.570923	87.159645	1.565748	-0.833686	179.352448	0.485606	37.377468	112.638535	-6.530029	43.649170	110.966812	327.233978	554.845398	110.685448	-18.214569	560.148804	106.932129	315.682312	51.650002
3101	1652.893066	2.398682	296.078735	487.133789	-3.277588	185.799438		-16.892395	149.289383	87.129478	1.554106	-0.851953	179.370483	0.477454	37.390175	112.666916	-6.722443	43.639286	110.936966	326.998444	554.839844	110.702194	-18.460999	560.179688	106.977486	315.433716	51.666668
3102	167.871094	5.196533	296.165344	496.527100	4.997864	185.882736		-20.688171	148.944580	87.100105	1.546602	-0.877057	179.386124	0.472943	37.396156	112.693123	-6.917450	43.626106	110.925468	326.783905	554.838562	110.696724	-18.699646	560.225464	107.030258	315.210754	51.683334
3103	-931.311035	-10.325317	295.993256	-518.499756	-3.643799	185.822006		-11.694946	148.749664	87.072578	1.543977	-0.904289	179.397522	0.474145	37.394501	112.716606	-7.116516	43.601418	110.940140	326.596619	554.838623	110.673599	-18.928314	560.276489	107.077110	315.005890	51.700001
3104	351.892090	-4.460449	295.918915	101.184082	-1.957397	185.789383		-10.556030	148.573730	87.047089	1.544976	-0.928791	179.405136	0.480392	37.386211	112.733147	-7.324158	43.563129	110.980988	326.436890	554.836853	110.641487	-19.144897	560.324768	107.107094	314.806274	51.716667
3105	-494.604492	-12.703857	295.707184	119.531250	0.034790	185.789963		-6.994629	148.457153	87.024483	1.547693	-0.946038	179.410507	0.489388	37.374149	112.736839	-7.544403	43.516457	111.039192	326.298767	554.829529	110.608025	-19.350952	560.364319	107.116394	314.599121	51.733334
3106	887.915039	2.094727	295.742096	-337.829590	-5.595703	185.696701		-17.904053	148.158752	87.007133	1.551138	-0.952993	179.414612	0.498917	37.361687	112.723564	-7.778259	43.471600	111.100395	326.171570	554.811951	110.576363	-19.553406	560.390320	107.108894	314.376038	51.750000
3107	719.165039	14.080811	295.976776	129.803467	-3.432312	185.639496		-26.586914	147.715637	86.998482	1.555824	-0.949535	179.416794	0.507800	37.350639	112.693100	-8.023315	43.439693	111.150352	326.042206	554.780090	110.545647	-19.762787	560.398376	107.093086	314.136047	51.766666
3108	-1932.165527	-18.121948	295.674744	221.154785	0.253601	185.643723		1.973877	147.748535	87.001572	1.563249	-0.938523	179.415207	0.515840	37.340000	112.648949	-8.275513	43.428970	111.180191	325.896790	554.733154	110.514816	-19.987518	560.385864	107.077591	313.885040	51.783333
3109	2836.889648	29.159546	296.160736	450.494385	7.761841	185.773087		-14.625549	147.504776	87.017235	1.574605	-0.924612	179.408035	0.523128	37.326756	112.597046	-8.531006	43.442299	111.189079	325.721924	554.675781	110.486107	-20.228973	560.353760	107.068077	313.632355	51.799999
