[Data]
	C.O.V. Position									Rover Pose			Bogey Angles		Wheel position												time
	X			Y			Z			Pose			Right Bogey Angle	Left Bogey Angle	Left Front			Left Rear			Right Front			Right Rear			time
Index	Acceleration	Velocity	Position	Acceleration	Velocity	Position	Acceleration	Velocity	Position	Pitch	Yaw	Roll	Right	Left	X	Y	Z	X	Y	Z	X	Y	Z	X	Y	Z	Series
2248	-733.447266	-10.845337	300.903168	-181.109619	-3.825073	185.581329		1.424561	341.770691	86.821655	1.642717	-1.376901	179.248505	0.503979	41.665291	113.400162	186.647415	48.272781	112.248734	520.248230	559.256348	107.785400	173.694717	564.429321	106.394806	507.783356	37.450001
2249	857.812500	3.451538	300.960693	626.495361	6.616516	185.691605		-22.144775	341.401611	86.808769	1.602310	-1.394110	179.279907	0.464657	41.666172	113.459877	186.367523	48.265396	112.219589	520.004761	559.270691	107.765785	173.501587	564.390198	106.383278	507.559052	37.466667
2250	120.849609	5.465698	301.051788	-556.896973	-2.665100	185.647186		-3.640137	341.340942	86.805397	1.566955	-1.400465	179.312729	0.428234	41.675186	113.503548	186.082657	48.278946	112.186646	519.744629	559.270996	107.745857	173.299942	564.375244	106.370071	507.344391	37.483334
2251	-918.786621	-9.847412	300.887665	-485.321045	-10.753784	185.467957		-4.449463	341.266785	86.816032	1.542286	-1.391857	179.340164	0.401138	41.688538	113.531082	185.805527	48.305309	112.156448	519.478271	559.257507	107.730270	173.076736	564.377808	106.349358	507.140808	37.500000
2252	525.476074	-1.089478	300.869507	987.231445	5.700073	185.562958		-23.265381	340.879028	86.841820	1.533985	-1.365331	179.356049	0.389855	41.701164	113.544235	185.543427	48.334984	112.132843	519.216675	559.231567	107.722031	172.826523	564.396729	106.322258	506.939758	37.516666
2253	1087.756348	17.039795	301.153503	122.991943	7.749939	185.692123		-17.052612	340.594818	86.879242	1.545189	-1.322112	179.357819	0.398307	41.709843	113.544395	185.297821	48.360317	112.116150	518.969849	559.195068	107.721886	172.556198	564.437012	106.296997	506.726929	37.533333
2254	-966.467285	0.932007	301.169037	-229.284668	3.928528	185.757599		-18.195190	340.291565	86.920944	1.575018	-1.269506	179.346939	0.426502	41.714985	113.531952	185.065979	48.376488	112.103996	518.744263	559.151001	107.729355	172.283447	564.504639	106.283539	506.489990	37.549999
2255	748.718262	13.410645	301.392548	324.975586	9.344788	185.913345		-31.992188	339.758362	86.958954	1.619198	-1.218722	179.326813	0.471225	41.719925	113.507248	184.843613	48.380390	112.093132	518.542114	559.104370	107.744186	172.029297	564.599182	106.286469	506.224792	37.566666
2256	11.975098	13.610229	301.619385	-523.443604	0.620728	185.923691		-11.685791	339.563599	86.988113	1.672227	-1.179937	179.299988	0.527952	41.728500	113.471985	184.627441	48.369774	112.081039	518.359985	559.062012	107.766861	171.808411	564.709534	106.301125	505.937805	37.583332
2257	-617.980957	3.310547	301.674561	-344.750977	-5.125122	185.838272		-17.860107	339.265930	87.007782	1.728812	-1.157186	179.267166	0.591701	41.742485	113.429588	184.415970	48.344234	112.066544	518.189697	559.031128	107.797272	171.621750	564.816040	106.315948	505.643402	37.599998
2258	-1745.397949	-25.779419	301.244904	254.223633	-0.888062	185.823471		-9.849243	339.101776	87.020470	1.783831	-1.146924	179.229111	0.656455	41.760090	113.384438	184.208008	48.306976	112.049683	518.020386	559.016296	107.832436	171.455841	564.898071	106.319511	505.357605	37.616665
2259	775.305176	-12.857666	301.030609	-62.237549	-1.925354	185.791382		-13.540649	338.876099	87.028770	1.831342	-1.141511	179.189407	0.714155	41.776081	113.340988	184.000610	48.265018	112.030884	517.840454	559.017395	107.865089	171.289703	564.942627	106.307480	505.092316	37.633335
2260	1029.199219	4.295654	301.102203	205.444336	1.498718	185.816360		-19.423828	338.552368	87.032799	1.864626	-1.135395	179.155609	0.755426	41.783600	113.303719	183.788910	48.226894	112.010185	517.640198	559.028687	107.885025	171.105255	564.949524	106.285332	504.851318	37.650002
2261	308.056641	9.429932	301.259369	70.477295	2.673340	185.860916		-18.446045	338.244934	87.029846	1.877874	-1.129190	179.136887	0.772265	41.776909	113.277374	183.568954	48.199451	111.986992	517.413635	559.041077	107.883446	170.895203	564.929749	106.265388	504.629944	37.666668
2262	-719.274902	-2.557983	301.216736	-252.630615	-1.537170	185.835297		3.823242	338.308655	87.016411	1.868990	-1.128878	179.139557	0.761510	41.753765	113.266052	183.341141	48.186371	111.959709	517.159363	559.046265	107.858025	170.664017	564.899353	106.260300	504.418030	37.683334
2263	767.834473	10.239258	301.387390	251.751709	2.658691	185.879608		-25.433350	337.884766	86.990929	1.841074	-1.141072	179.163498	0.726376	41.716633	113.271080	183.111343	48.189106	111.925110	516.880493	559.040649	107.815132	170.423050	564.871643	106.277046	504.204773	37.700001
2264	-1192.785645	-9.640503	301.226715	-640.447998	-8.015442	185.746017		0.759888	337.897430	86.955505	1.801805	-1.168061	179.201675	0.675602	41.672241	113.289314	182.887787	48.208092	111.878654	516.583679	559.026611	107.767281	170.183548	564.852356	106.314590	503.982971	37.716667
2265	323.547363	-4.248047	301.155914	-4.394531	-8.088684	185.611206		-1.250610	337.876587	86.915604	1.761005	-1.205814	179.242645	0.620856	41.629532	113.313889	182.675293	48.241810	111.817627	516.280334	559.010315	107.727409	169.951767	564.837891	106.365112	503.750702	37.733334
2266	-223.791504	-7.977905	301.022949	389.245605	-1.601257	185.584518		-18.731689	337.564392	86.877991	1.727698	-1.245829	179.274750	0.573752	41.596649	113.337143	182.470337	48.284157	111.745674	515.987305	558.997009	107.703217	169.727402	564.817932	106.417015	503.512817	37.750000
2267	277.954102	-3.345337	300.967194	-84.539795	-3.010254	185.534348		-1.946411	337.531952	86.848351	1.707349	-1.278769	179.290222	0.542749	41.578140	113.353500	182.260330	48.323578	111.674416	515.723999	558.987915	107.694763	169.505112	564.780762	106.458183	503.280151	37.766666
2268	-124.804688	-5.425415	300.876770	-101.898193	-4.708557	185.455872		-7.073364	337.414063	86.829430	1.700310	-1.298348	179.288101	0.530707	41.573456	113.360733	182.029282	48.346222	111.619690	515.504700	558.979919	107.696243	169.277603	564.719727	106.479584	503.065979	37.783333
2269	1193.884277	14.472656	301.117981	619.189453	5.611267	185.549393		-38.232422	336.776855	86.821060	1.702408	-1.302873	179.273727	0.534445	41.577198	113.360153	181.768097	48.341515	111.594818	515.331482	558.969177	107.700920	169.039215	564.638245	106.479019	502.878265	37.799999
2270	-1286.279297	-6.965332	301.001892	-702.026367	-6.089172	185.447906		-5.463867	336.685791	86.820755	1.707499	-1.294724	179.255829	0.546872	41.581207	113.356094	181.483063	48.306396	111.605690	515.193420	558.955200	107.705956	168.788864	564.550781	106.463074	502.712646	37.816666
2271	259.387207	-2.642212	300.957855	513.995361	2.477417	185.489197		-9.008789	336.535645	86.825005	1.711002	-1.278415	179.241669	0.561091	41.578297	113.354439	181.195740	48.245972	111.649788	515.072815	558.942261	107.714134	168.531021	564.477112	106.444794	502.552063	37.833332
2272	563.488770	6.749268	301.070343	-380.786133	-3.869019	185.424713		-13.159790	336.316315	86.830025	1.712355	-1.258777	179.233688	0.573940	41.565872	113.360260	180.933731	48.171383	111.718124	514.952393	558.936218	107.731361	168.274353	564.433594	106.437019	502.376129	37.849998
2273	-826.171875	-7.020264	300.953339	625.122070	6.549683	185.533875		-24.373169	335.910095	86.832230	1.714793	-1.240197	179.228989	0.586594	41.547108	113.375778	180.717773	48.096691	111.797913	514.819641	558.939514	107.761909	168.027878	564.424255	106.445473	502.172821	37.866665
2274	739.819336	5.310059	301.041840	-168.255615	3.745422	185.596298		-14.033203	335.676208	86.828758	1.723088	-1.226471	179.222046	0.602483	41.528740	113.399864	180.552933	48.035873	111.875000	514.666138	558.948792	107.804665	167.796066	564.441345	106.467270	501.943542	37.883335
2275	-177.209473	2.356567	301.081116	-144.030762	1.344910	185.618713		-11.757202	335.480255	86.818680	1.740330	-1.220482	179.208984	0.623864	41.517227	113.428787	180.426971	48.000130	111.936287	514.485352	558.956177	107.852669	167.575226	564.472656	106.495781	501.697723	37.900002
2276	-39.660645	1.695557	301.109375	-552.227783	-7.858887	185.487732		-5.352173	335.391052	86.803215	1.765692	-1.223807	179.190903	0.649413	41.515575	113.457863	180.315613	47.995632	111.972534	514.273315	558.953613	107.895714	167.354965	564.512024	106.527390	501.443420	37.916668
2277	-950.866699	-14.152222	300.873505	274.273682	-3.287659	185.432938		-3.555908	335.331787	86.785446	1.793911	-1.236127	179.174423	0.673714	41.522217	113.483421	180.191895	48.022228	111.981201	514.031067	558.936462	107.924057	167.124451	564.562988	106.563881	501.182037	37.933334
2278	1107.861328	4.312134	300.945374	618.804932	7.025757	185.550034		-18.678589	335.020477	86.768517	1.817080	-1.255506	179.168991	0.689163	41.532085	113.504593	180.036163	48.073761	111.967880	513.767334	558.903931	107.931343	166.880310	564.634094	106.608810	500.910278	37.950001
2279	-560.522461	-5.029907	300.861542	-496.582031	-1.250610	185.529190		-4.508057	334.945343	86.754829	1.828031	-1.278175	179.182251	0.689494	41.539307	113.523094	179.842087	48.139824	111.945068	513.497009	558.858215	107.916298	166.629807	564.730103	106.661369	500.624268	37.966667
2280	212.365723	-1.490479	300.836700	366.009521	4.849548	185.610016		-15.131836	334.693146	86.746063	1.823966	-1.298433	179.215454	0.673523	41.540241	113.540565	179.615677	48.208035	111.928230	513.235779	558.803101	107.883011	166.386398	564.845154	106.712708	500.322937	37.983334
2281	-1126.977539	-20.273438	300.498810	-637.646484	-5.777893	185.513718		-5.540771	334.600800	86.743752	1.807701	-1.309510	179.261765	0.646254	41.534851	113.555038	179.368347	48.266209	111.930420	512.994507	558.744263	107.839684	166.160416	564.961121	106.747574	500.009827	38.000000
2282	1946.997070	12.176514	300.701752	422.808838	1.268921	185.534866		-23.913574	334.202240	86.749283	1.785753	-1.305721	179.308823	0.616292	41.525337	113.560104	179.108536	48.304733	111.957352	512.774658	558.689819	107.795700	165.951141	565.051758	106.750923	499.694763	38.016666
2283	-1042.602539	-5.200195	300.615082	-233.624268	-2.624817	185.491119		-11.262817	334.014526	86.762909	1.764427	-1.285297	179.344269	0.590989	41.513332	113.547829	178.837830	48.319046	112.004761	512.567871	558.649048	107.758003	165.746140	565.091248	106.716240	499.392731	38.033333
2284	1871.740723	25.995483	301.048340	405.670166	4.136353	185.560059		-26.206055	333.577759	86.782692	1.746830	-1.251874	179.361130	0.572995	41.498230	113.513382	178.553223	48.310627	112.059578	512.360229	558.629517	107.728531	165.528290	565.065735	106.650993	499.117767	38.049999
2285	-1769.018555	-3.488159	300.990204	-154.632568	1.559143	185.586044		-22.933960	333.195526	86.804680	1.732217	-1.213247	179.360687	0.560114	41.478149	113.457718	178.253174	48.285137	112.104935	512.139648	558.634094	107.704277	165.286240	564.981873	106.575172	498.874756	38.066666
2286	845.178223	10.598145	301.166840	186.987305	4.675598	185.663971		-18.858032	332.881226	86.824287	1.717945	-1.178316	179.350494	0.548330	41.452354	113.386993	177.942642	48.248962	112.126770	511.901428	558.659668	107.680298	165.021408	564.865479	106.513229	498.655823	38.083332
2287	-231.372070	6.741943	301.279205	-255.212402	0.422058	185.671005		-22.478027	332.506592	86.838036	1.701705	-1.154529	179.339966	0.534669	41.422657	113.309914	177.634033	48.207195	112.118439	511.649750	558.698975	107.654305	164.747192	564.750305	106.483742	498.445557	38.099998
2288	-1066.992188	-11.041260	301.095184	-15.875244	0.157471	185.673630		-7.216187	332.386322	86.844658	1.683293	-1.146509	179.335419	0.518664	41.392574	113.235062	177.343628	48.164566	112.081512	511.392822	558.743103	107.629837	164.480896	564.662415	106.492607	498.229736	38.116665
2289	798.486328	2.266846	301.132965	-100.799561	-1.522522	185.648254		-6.441650	332.278961	86.844727	1.665641	-1.156441	179.336914	0.502672	41.365345	113.169739	177.085327	48.127533	112.023666	511.136902	558.783936	107.615501	164.233383	564.610352	106.532677	498.002319	38.133335
2290	-97.338867	0.644531	301.143707	277.679443	3.105469	185.700012		-13.084717	332.060883	86.839554	1.654562	-1.183943	179.338516	0.491405	41.342564	113.120262	176.864975	48.104164	111.955986	510.883484	558.814941	107.619865	164.003021	564.586670	106.588615	497.766235	38.150002
2291	135.131836	2.896729	301.191986	-127.111816	0.986938	185.716461		-8.712158	331.915680	86.830399	1.656970	-1.225706	179.331573	0.490661	41.323971	113.092636	176.678528	48.100914	111.890411	510.629700	558.831604	107.645241	163.777435	564.576965	106.643959	497.529449	38.166668
2292	-2049.938965	-31.268921	300.670837	-474.224854	-6.916809	185.601181		-11.744385	331.719940	86.818466	1.677369	-1.274774	179.309921	0.504582	41.307945	113.092178	176.514572	48.118599	111.836906	510.371582	558.831665	107.684700	163.541550	564.569519	106.687523	497.298401	38.183334
2293	2176.281738	5.002441	300.754211	369.635010	-0.756226	185.588577		-17.438965	331.429291	86.805351	1.714778	-1.321669	179.273560	0.533020	41.292412	113.121292	176.358017	48.150764	111.801056	510.107269	558.816895	107.724701	163.286926	564.561035	106.716553	497.073120	38.200001
2294	-1228.161621	-15.466919	300.496429	-239.337158	-4.745178	185.509491		-15.042114	331.178589	86.793350	1.761748	-1.357064	179.229675	0.570457	41.276051	113.176697	176.193130	48.185478	111.783577	509.839508	558.793274	107.751732	163.016220	564.556152	106.735039	496.847321	38.216667
2295	-129.199219	-17.620239	300.202759	-33.068848	-5.296326	185.421219		-7.368164	331.055786	86.785019	1.806904	-1.374714	179.189636	0.608018	41.259441	113.248444	176.006577	48.209503	111.781898	509.575623	558.768311	107.758400	162.741028	564.562073	106.748390	496.613037	38.233334
2296	2762.402344	28.419800	300.676422	703.179932	6.423340	185.528275		-32.625732	330.512024	86.782364	1.838836	-1.373164	179.164825	0.636586	41.245655	113.321930	175.790573	48.213242	111.791840	509.323792	558.747009	107.744965	162.474960	564.583557	106.759468	496.366364	38.250000
2297	-2003.027344	-4.963989	300.593689	-596.557617	-3.519287	185.469620		-10.986328	330.328918	86.786186	1.849849	-1.355233	179.163132	0.649756	41.240017	113.381485	175.544968	48.194763	111.808090	509.086792	558.728699	107.716316	162.226791	564.620544	106.769333	496.108643	38.266666
2298	619.958496	5.368652	300.683167	-49.328613	-4.341431	185.397263		-13.322754	330.106873	86.795891	1.837666	-1.326392	179.187302	0.645057	41.248703	113.413658	175.276749	48.161129	111.824326	508.858551	558.708801	107.677338	161.997223	564.671082	106.780930	495.843506	38.283333
2299	-57.238770	4.414673	300.756744	857.592773	9.951782	185.563126		-24.838257	329.692902	86.809372	1.805228	-1.293692	179.234787	0.623778	41.275986	113.410187	174.996674	48.125549	111.834618	508.627411	558.683411	107.630241	161.779572	564.733765	106.800667	495.573547	38.299999
2300	247.521973	8.540039	300.899078	-638.745117	-0.693970	185.551559		-6.168823	329.590088	86.823074	1.759517	-1.265052	179.298218	0.590391	41.321102	113.370834	174.715515	48.101151	111.836334	508.383759	558.653564	107.575333	161.563766	564.807617	106.835625	495.299469	38.316666
2301	1090.283203	26.711426	301.344269	397.650146	5.933533	185.650452		-28.663330	329.112366	86.832809	1.709881	-1.248094	179.366531	0.551731	41.376690	113.304787	174.440948	48.094715	111.832405	508.125977	558.625793	107.513794	161.341049	564.889587	106.888481	495.021851	38.333332
2302	-2770.312500	-19.460449	301.019928	-624.133301	-4.468689	185.575974		-0.507202	329.103912	86.835167	1.665860	-1.247246	179.427322	0.515517	41.430351	113.228050	174.175476	48.104336	111.830566	507.860840	558.609009	107.449982	161.107880	564.971863	106.953506	494.743073	38.349998
2303	1822.961426	10.922241	301.201965	770.031738	8.365173	185.715393		-27.806396	328.640472	86.829597	1.635191	-1.260685	179.469604	0.488559	41.468689	113.157074	173.916321	48.122280	111.839394	507.599304	558.610168	107.391548	160.867035	565.042175	107.015175	494.468353	38.366665
2304	-1379.553223	-12.070313	301.000793	-843.145752	-5.687256	185.620605		-17.418823	328.350159	86.819443	1.622529	-1.279294	179.486023	0.475301	41.481770	113.102211	173.656860	48.140343	111.863693	507.351654	558.631226	107.347000	160.625275	565.086426	107.050224	494.205688	38.383335
2305	-740.039063	-24.404297	300.594055	-198.907471	-9.002380	185.470566		-1.085815	328.332062	86.810898	1.628869	-1.289741	179.474304	0.477014	41.466076	113.064919	173.390518	48.153877	111.902138	507.124023	558.668335	107.321838	160.388626	565.092468	107.034531	493.963806	38.400002
2306	1351.208496	-1.884155	300.562653	711.968994	2.863770	185.518295		-12.593994	328.122162	86.809982	1.651448	-1.280661	179.438080	0.491618	41.425278	113.039986	173.115387	48.162739	111.947731	506.916107	558.712708	107.315590	160.158035	565.056335	106.954567	493.747955	38.416668
2307	-60.314941	-2.889404	300.514496	-78.881836	1.549072	185.544113		-1.816406	328.091888	86.819031	1.683700	-1.248806	179.386963	0.513653	41.368828	113.020874	172.836670	48.169571	111.990471	506.719666	558.754028	107.321533	159.928574	564.985840	106.818069	493.554596	38.433334
2308	2311.523438	35.635986	301.108429	342.388916	7.255554	185.665039		-36.557007	327.482605	86.835373	1.716634	-1.200567	179.334396	0.535626	41.308823	113.004860	172.565567	48.176895	112.021393	506.520508	558.783264	107.329292	159.693314	564.898560	106.655205	493.370972	38.450001
2309	-2186.608887	-0.807495	301.094971	-786.181641	-5.847473	185.567581		-21.459961	327.124939	86.852798	1.741556	-1.148487	179.292908	0.550518	41.256096	112.994797	172.314499	48.184845	112.036812	506.304535	558.795288	107.328972	159.449417	564.812744	106.506477	493.181091	38.466667
2310	1182.678223	18.903809	301.410034	660.937500	5.168152	185.653717		-18.319702	326.819611	86.864960	1.753220	-1.104774	179.269592	0.554542	41.217171	112.996475	172.090195	48.190952	112.040840	506.065247	558.790039	107.315155	159.201111	564.739136	106.404236	492.974792	38.483334
2311	-1564.013672	-7.163086	301.290649	-273.944092	0.602417	185.663757		-6.941528	326.703918	86.868279	1.751211	-1.076737	179.264236	0.548136	41.193523	113.013786	171.888855	48.191963	112.044601	505.808502	558.772278	107.289238	158.957443	564.678711	106.359924	492.752136	38.500000
2312	286.193848	-2.393188	301.250763	-506.909180	-7.846069	185.532990		-8.864136	326.556183	86.862541	1.738592	-1.066670	179.271759	0.534485	41.183262	113.045395	171.696930	48.186165	112.061668	505.549896	558.750183	107.258804	158.726135	564.627563	106.363747	492.521790	38.516666
2313	1002.941895	14.322510	301.489471	625.451660	2.578125	185.575958		-24.580078	326.146515	86.849579	1.719536	-1.074535	179.285843	0.517301	41.183876	113.084877	171.498352	48.174747	112.101624	505.307068	558.732910	107.233894	158.507996	564.581970	106.394173	492.295044	38.533333
2314	-417.919922	7.357178	301.612091	-190.393066	-0.595093	185.566040		-10.944214	325.964111	86.831749	1.697920	-1.099758	179.301163	0.499759	41.194332	113.123627	171.283310	48.161446	112.165001	505.091766	558.727234	107.221863	158.295837	564.540100	106.429153	492.081177	38.549999
2315	-1161.254883	-11.997070	301.412140	-334.094238	-6.163330	185.463318		-13.566284	325.738007	86.811104	1.677245	-1.140782	179.313797	0.484743	41.215454	113.153786	171.052139	48.150753	112.242500	504.906067	558.734741	107.223663	158.078262	564.501038	106.453819	491.883789	38.566666
2316	318.823242	-6.683350	301.300751	489.440918	1.994019	185.496552		-9.904175	325.572937	86.789597	1.660996	-1.193280	179.321106	0.475338	41.248486	113.169785	170.813477	48.145893	112.319069	504.743561	558.750671	107.233711	157.846375	564.465210	106.463554	491.698303	38.583332
2317	-857.482910	-20.974731	300.951172	-768.713379	-10.817871	185.316254		3.925781	325.638367	86.769005	1.652407	-1.249653	179.322113	0.474449	41.293003	113.168243	170.578781	48.147804	112.380455	504.592163	558.765808	107.242928	157.599274	564.436523	106.463516	491.511017	38.599998
2318	515.588379	-12.381592	300.744812	711.639404	1.042786	185.333633		-25.578003	325.212067	86.750534	1.653504	-1.301047	179.317886	0.483578	41.345512	113.147896	170.356369	48.155544	112.418503	504.436951	558.770447	107.242996	157.345001	564.423401	106.464943	491.302551	38.616665
2319	582.495117	-2.673340	300.700256	147.711182	3.504639	185.392044		-14.124756	324.976654	86.734177	1.663709	-1.340535	179.311722	0.501254	41.399433	113.110573	170.147797	48.167358	112.432396	504.262238	558.758606	107.229645	157.097092	564.435608	106.479012	491.056641	38.633335
2320	-466.369629	-10.446167	300.526154	-379.412842	-2.818909	185.345062		-1.353149	324.954102	86.719040	1.679142	-1.365146	179.308273	0.522388	41.446167	113.062553	169.947876	48.181446	112.425880	504.053314	558.730835	107.203842	156.868423	564.477966	106.510597	490.770111	38.650002
2321	1651.464844	17.078247	300.810791	-3.021240	-2.869263	185.297241		-21.529541	324.595276	86.704201	1.693303	-1.376047	179.312119	0.539227	41.476868	113.013657	169.748093	48.196022	112.403244	503.799957	558.693787	107.170921	156.665039	564.545837	106.555557	490.456482	38.666668
2322	-2010.058594	-16.422729	300.537079	6.262207	-2.764893	185.251160		-10.034180	324.428040	86.689339	1.699413	-1.377294	179.325928	0.544185	41.484592	112.972824	169.540619	48.208736	112.367378	503.501068	558.658081	107.138268	156.482147	564.625732	106.603455	490.140656	38.683334
2323	398.364258	-9.783325	300.374023	13.128662	-2.546082	185.208725		-9.519653	324.269379	86.675148	1.693845	-1.374176	179.348801	0.533763	41.466377	112.942940	169.320908	48.216114	112.320999	503.167938	558.633850	107.112328	156.304947	564.701660	106.643700	489.847717	38.700001
2324	1571.704102	16.411743	300.647552	169.464111	0.278320	185.213364		-6.350098	324.163544	86.662804	1.678348	-1.372345	179.375687	0.510929	41.424347	112.919373	169.088409	48.213829	112.269432	502.823303	558.627380	107.096069	156.114090	564.761169	106.670166	489.593506	38.716667
2325	-913.073730	1.193848	300.667450	-73.114014	-0.940247	185.197693		1.056519	324.181152	86.653320	1.659482	-1.377075	179.398834	0.484163	41.365234	112.894287	168.846436	48.198296	112.221916	502.495728	558.639160	107.088280	155.893997	564.798279	106.681534	489.381104	38.733334
2326	-273.229980	-3.359985	300.611450	89.318848	0.548401	185.206833		-19.548340	323.855347	86.646835	1.645504	-1.391925	179.410660	0.463545	41.298489	112.863426	168.600937	48.169144	112.189362	502.210815	558.664978	107.085190	155.640579	564.812866	106.678299	489.202301	38.750000
2327	561.511230	5.998535	300.711426	315.417480	5.805359	185.303589		-22.362671	323.482635	86.642838	1.642244	-1.416894	179.407227	0.455866	41.234009	112.829720	168.357986	48.131004	112.179039	501.982910	558.697266	107.083076	155.364243	564.807861	106.659409	489.041504	38.766666
2328	19.445801	6.322632	300.816803	-774.755859	-7.107239	185.185135		-22.701416	323.104279	86.640663	1.650432	-1.447234	179.389984	0.461787	41.180641	112.800903	168.120407	48.092918	112.189560	501.810394	558.727234	107.079842	155.085999	564.786499	106.621040	488.881165	38.783333
2329	-1702.221680	-22.047729	300.449341	265.264893	-2.686157	185.140366		-12.799072	322.890961	86.640251	1.665860	-1.474143	179.365128	0.476474	41.145504	112.783356	167.884918	48.064987	112.210159	501.675659	558.746704	107.074707	154.827850	564.751099	106.559013	488.706787	38.799999
2330	1280.236816	-0.710449	300.437500	316.790771	2.593689	185.183594		-11.511841	322.699097	86.642151	1.681939	-1.487700	179.340622	0.492919	41.133587	112.777718	167.642822	48.053856	112.225304	501.550446	558.750427	107.067528	154.603424	564.704285	106.473724	488.510498	38.816666
2331	-369.799805	-6.873779	300.322937	74.432373	3.834229	185.247498		-17.850952	322.401581	86.647339	1.693491	-1.480859	179.322311	0.506165	41.146862	112.779526	167.385284	48.059525	112.222023	501.404236	558.738708	107.059402	154.413498	564.650452	106.373993	488.291260	38.833332
2332	288.940430	-2.058105	300.288635	-134.582520	1.591187	185.274017		-19.550171	322.075745	86.656784	1.699281	-1.452350	179.311279	0.515613	41.183025	112.783501	167.110855	48.075569	112.195747	501.213135	558.717957	107.054253	154.247116	564.595703	106.276039	488.054260	38.849998
2333	1742.211914	26.978760	300.738281	-9.393311	1.434631	185.297928		-18.462524	321.768036	86.671089	1.701949	-1.407038	179.303925	0.524231	41.234909	112.787086	166.830261	48.092697	112.151550	500.966980	558.698608	107.058578	154.085907	564.545776	106.197243	487.809143	38.866665
2334	-2090.808105	-7.868042	300.607147	-132.110596	-0.767212	185.285141		1.691895	321.796234	86.690193	1.705522	-1.353523	179.294800	0.535451	41.291451	112.791191	166.564209	48.103294	112.100662	500.672546	558.690247	107.077919	153.909790	564.502808	106.148407	487.567749	38.883335
2335	1088.085938	10.266724	300.778259	-202.038574	-4.134521	185.216232		-13.886719	321.564789	86.713013	1.712001	-1.300488	179.280945	0.549634	41.339470	112.799225	166.333405	48.103912	112.054543	500.350464	558.697021	107.111816	153.704193	564.465698	106.129242	487.340820	38.900002
2336	488.781738	18.413086	301.085144	836.114502	9.800720	185.379578		-32.429810	321.024292	86.737488	1.719515	-1.253628	179.264557	0.562424	41.364323	112.817245	166.144958	48.094746	112.020103	500.027283	558.715332	107.151634	153.467117	564.432617	106.129402	487.134033	38.916668
2337	-1659.924316	-9.252319	300.930939	-870.611572	-4.709473	185.301086		-6.868286	320.909821	86.761459	1.723627	-1.214187	179.251877	0.566304	41.349445	112.855255	165.982544	48.077705	111.998291	499.726288	558.735657	107.183746	153.211472	564.404236	106.133781	486.945648	38.933334
2338	528.002930	-0.452271	300.923401	524.102783	4.025574	185.368179		-8.572998	320.766937	86.783302	1.720428	-1.180225	179.249390	0.554233	41.278057	112.926102	165.807693	48.054958	111.986229	499.461731	558.747070	107.196312	152.959396	564.383789	106.129288	486.767151	38.950001
2339	-356.945801	-6.401367	300.816711	-445.495605	-3.399353	185.311523		-2.067261	320.732483	86.801613	1.709299	-1.150304	179.259766	0.523785	41.140579	113.038948	165.575439	48.028267	111.981102	499.238678	558.742126	107.185303	152.730774	564.375427	106.110344	486.586731	38.966667
2340	1772.424316	23.139038	301.202362	791.015625	9.784241	185.474594		-19.535522	320.406891	86.814468	1.693225	-1.126958	179.280930	0.479457	40.945965	113.189308	165.258255	47.998482	111.982956	499.055481	558.719421	107.156082	152.532776	564.382568	106.081123	486.393250	38.983334
2341	-681.042480	11.788330	301.398834	-528.002930	0.984192	185.490997		-17.239380	320.119568	86.819397	1.677369	-1.116760	179.307236	0.432238	40.727859	113.353683	164.864532	47.965561	111.994980	498.905212	558.683655	107.120308	152.356689	564.407166	106.053764	486.178192	39.000000
2342	-1280.126953	-9.547119	301.239716	-134.912109	-1.264343	185.469925		-4.978638	320.036591	86.814468	1.666609	-1.127334	179.332458	0.395304	40.535381	113.496284	164.435776	47.929752	112.021667	498.775482	558.643555	107.090530	152.182968	564.450134	106.042786	485.937683	39.016666
2343	394.958496	-2.964478	301.190308	266.308594	3.174133	185.522827		-18.629150	319.726105	86.800064	1.663464	-1.162854	179.351944	0.377562	40.409431	113.586708	164.020691	47.893665	112.066124	498.649994	558.609314	107.075539	151.991364	564.509827	106.058456	485.674805	39.033333
2344	-524.707031	-11.709595	300.995148	-287.347412	-1.614990	185.495911		-3.709717	319.664276	86.780037	1.667526	-1.221151	179.363464	0.379170	40.360325	113.616440	163.644089	47.863525	112.127823	498.513000	558.590027	107.078171	151.770325	564.580505	106.102081	485.400513	39.049999
2345	-163.256836	-14.430542	300.754639	-184.295654	-4.686584	185.417801		-6.950684	319.548431	86.761101	1.676378	-1.293575	179.366592	0.392112	40.364059	113.602005	163.294083	47.847916	112.201294	498.354828	558.591248	107.095863	151.521576	564.651428	106.165787	485.131165	39.066666
2346	112.280273	-12.559204	300.545319	-59.820557	-5.683594	185.323074		-13.048096	319.330963	86.750511	1.687455	-1.367032	179.361725	0.405398	40.378315	113.574181	162.934555	47.854092	112.276398	498.173706	558.613342	107.122879	151.258728	564.710266	106.236603	484.882233	39.083332
2347	324.975586	-7.142944	300.426270	358.813477	0.296631	185.328018		-18.788452	319.017822	86.752670	1.699442	-1.427879	179.349533	0.410876	40.364883	113.562813	162.531754	47.883968	112.340477	497.972473	558.651306	107.152420	151.001312	564.748291	106.302124	484.661469	39.099998
